Date,Open,High,Low,Close,Adj Close,Volume
2025-03-12,130.41927378609446,132.7809592833888,129.5670922857759,132.28653897868622,132.28653897868622,3918258
2025-03-13,132.18858286279644,132.24614162281307,130.9504158336474,131.5023226724219,131.5023226724219,2215502
2025-03-14,126.962576904968,129.12482165848138,126.40163893343262,128.57529277615765,128.57529277615765,2619135
2025-03-17,128.6956014644974,129.6090638316602,127.81894786183905,129.16753333028683,129.16753333028683,3957272
2025-03-18,130.77859447161399,131.6662986543723,129.28616100843422,129.6896438746466,129.6896438746466,1431734
2025-03-19,129.764150807027,130.11506581957906,129.5658555594809,129.69987078793153,129.69987078793153,2421796
2025-03-20,128.15295174325192,129.3477635376088,128.12416906693858,129.23069652118122,129.23069652118122,3762779
2025-03-21,125.68465132782042,126.54294671913323,124.9295140721468,126.39995503708039,126.39995503708039,3319049
2025-03-24,126.23826214048437,126.99977277220184,124.93835484019623,125.55866439154968,125.55866439154968,3098214
2025-03-25,124.14286872677901,125.49145342181241,123.4387889586798,124.87323535849615,124.87323535849615,4393464
2025-03-26,123.48513940963488,123.58626208575767,123.055716658544,123.26868082005291,123.26868082005291,4720464
2025-03-27,122.9916812366247,123.0757880427397,122.80973792113411,122.94610939672089,122.94610939672089,3192614
2025-03-28,123.10261076274413,124.45518024180907,123.08806609707625,123.75421111034996,123.75421111034996,2448021
2025-03-31,129.67052700209635,129.74329000846055,127.17599535396442,127.52658291277102,127.52658291277102,2498585
2025-04-01,128.50965756075271,129.33151762004306,127.28582085158006,127.87573853843469,127.87573853843469,1770173
2025-04-02,126.36569673322262,129.09708154703674,125.97345268812289,128.39083931988023,128.39083931988023,3669355
2025-04-03,128.4284018031173,128.5097505837592,127.80447256632415,128.24194748834788,128.24194748834788,4412504
2025-04-04,123.74261859298143,124.48924277183501,122.83845989848768,124.40440505774981,124.40440505774981,4774608
2025-04-07,125.20381064164759,126.19045022014876,124.00312183982807,124.35137730685138,124.35137730685138,1658956
2025-04-08,123.67931698830073,124.84610852248954,123.16532749914091,124.47183772673343,124.47183772673343,4517651
2025-04-09,129.2835855102371,129.76896409877088,128.49993249749593,129.398321951704,129.398321951704,2447960
2025-04-10,129.5185873011222,130.33138686837972,128.6170572398205,129.01360002214176,129.01360002214176,2680963
2025-04-11,130.4824499009791,131.42969847836295,128.9946080065811,129.61669470680897,129.61669470680897,3629001
2025-04-14,128.3469747603427,130.53327223122136,127.48461105159596,129.5472711673985,129.5472711673985,1467010
2025-04-15,126.87541385631849,127.96329327741837,125.92589323266084,127.20991509215943,127.20991509215943,2655016
2025-04-16,129.0206154100285,129.87182030672037,128.87354192909947,129.49556072118946,129.49556072118946,2697900
2025-04-17,130.3460975539893,131.0829275032617,129.4195099288278,130.99942678656302,130.99942678656302,1386193
2025-04-18,134.34694492093018,135.12409183685762,132.08937438756956,132.5814906806491,132.5814906806491,1026734
2025-04-21,131.16769748202057,131.7261017317564,130.50447138276067,130.76271577105962,130.76271577105962,1923875
2025-04-22,132.30742043859678,133.9925264021788,131.84828468235852,133.56830439293182,133.56830439293182,3123221
2025-04-23,131.68246421440205,132.5888185994968,129.7845696920618,130.76460226734727,130.76460226734727,4880993
2025-04-24,134.06047265196045,134.1716701342666,131.44569836095496,131.93831645494782,131.93831645494782,1537198
2025-04-25,137.3516929671189,137.84431807140976,135.99047609628028,136.31922770656777,136.31922770656777,2384199
2025-04-28,132.81878509035238,134.3495087010738,132.18538423603565,134.3381550563064,134.3381550563064,3568103
2025-04-29,132.72132552423457,133.67422023909495,132.48117990545637,133.20555959710083,133.20555959710083,1081264
